index,time(s),furnanceT(K),sampleT(K),Q(mW),Q_corrected(mW),Fc,Fc_err
10559,178430.2,230.504149,224.857684,-22.461736,-22.963196,0.7002701169051702,3.34163022364109e-07
10560,178447.1,230.534632,224.883749,-22.453319,-22.955708,0.700182973138304,3.345020817557831e-07
10561,178464.0,230.564322,224.909003,-22.444368,-22.952104000000002,0.7000984564419508,3.3483115702281907e-07
10562,178480.9,230.594107,224.93447,-22.447711,-22.960026000000003,0.7000131426751308,3.3516357234031346e-07
10563,178497.8,230.622885,224.960844,-22.465428,-22.981168,0.6999247011721412,3.3550842570839734e-07
10564,178514.7,230.65153,224.987257,-22.490828,-22.992322,0.6998360376538532,3.3585440156747026e-07
10565,178531.6,230.679472,225.012453,-22.522629,-23.012183999999998,0.699751374140714,3.3618500855370215e-07
10566,178548.5,230.707671,225.037959,-22.555756,-23.031260999999997,0.6996655840508057,3.3652025399621976e-07
10567,178565.4,230.73738,225.064799,-22.59112,-23.067364,0.699575214602597,3.3687365413870296e-07
10568,178582.3,230.767767,225.090632,-22.630182,-23.103132000000002,0.6994881460319811,3.3721439862688385e-07
10569,178599.2,230.796854,225.11637,-22.671935,-23.131030000000003,0.6994013100376472,3.375544797568075e-07
10570,178616.1,230.827475,225.142008,-22.710804,-23.156623,0.6993147243318484,3.378938259190889e-07
10571,178633.0,230.857512,225.167937,-22.751194,-23.205624,0.6992270672834195,3.3823762074502994e-07
10572,178649.9,230.887125,225.193423,-22.794483,-23.268273999999998,0.6991408209198089,3.38576127689727e-07
10573,178666.8,230.915766,225.219797,-22.835993,-23.331446,0.6990514785904693,3.3892704248694727e-07
10574,178683.7,230.944155,225.245482,-22.878687,-23.384282,0.6989643812262298,3.3926939069228723e-07
10575,178700.6,230.972082,225.271651,-22.918278,-23.451481,0.6988755521142045,3.396188014148649e-07
10576,178717.5,231.000281,225.297862,-22.949025,-23.494669,0.6987864886970334,3.399693923600289e-07
10577,178734.4,231.028689,225.323821,-22.990348,-23.540372,0.6986981909086335,3.40317225622222e-07
10578,178751.3,231.058436,225.349627,-23.031097,-23.565735,0.6986103239637914,3.4066361476181584e-07
10579,178768.2,231.088415,225.376379,-23.066415,-23.578376,0.6985191415311205,3.4102334095509335e-07
